ctt,eid,rdt,ttl,ift,ser,at,anm,acd,cod,mag,maxi,int,json,en_ttl,en_anm
20230510173211,20230510172938,2023-05-10T17:32:00+09:00,震源・震度情報,発表,1,2023-05-10T17:29:00+09:00,富山湾,497,+37.4+137.3-10000/,3.0,2,"[{'code': '17', 'maxi': '2', 'city': [{'code': '1720500', 'maxi': '2'}]}]",20230510173211_20230510172938_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Toyama Bay
20230510170108,20230510170000,2023-05-10T17:00:00+09:00,南海トラフ地震関連解説情報,発表,0,2023-05-10T17:00:00+09:00,,,,,,[],20230510170108_20230510170000_VYSE52_0.json,,
20230510112442,20230510112107,2023-05-10T11:24:00+09:00,震源・震度情報,発表,1,2023-05-10T11:21:00+09:00,千葉県北西部,341,+35.7+140.0-70000/,4.1,3,"[{'code': '13', 'maxi': '3', 'city': [{'code': '1312000', 'maxi': '3'}, {'code': '1310100', 'maxi': '2'}, {'code': '1310200', 'maxi': '2'}, {'code': '1310300', 'maxi': '2'}, {'code': '1310400', 'maxi': '2'}, {'code': '1310500', 'maxi': '2'}, {'code': '1310900', 'maxi': '2'}, {'code': '1311100', 'maxi': '2'}, {'code': '1311200', 'maxi': '2'}, {'code': '1311300', 'maxi': '2'}, {'code': '1311400', 'maxi': '2'}, {'code': '1312100', 'maxi': '2'}, {'code': '1312200', 'maxi': '2'}, {'code': '1312300', 'maxi': '2'}, {'code': '1310600', 'maxi': '1'}, {'code': '1310700', 'maxi': '1'}, {'code': '1310800', 'maxi': '1'}, {'code': '1311000', 'maxi': '1'}, {'code': '1311500', 'maxi': '1'}, {'code': '1311600', 'maxi': '1'}, {'code': '1311700', 'maxi': '1'}, {'code': '1311800', 'maxi': '1'}, {'code': '1311900', 'maxi': '1'}, {'code': '1320800', 'maxi': '2'}, {'code': '1320900', 'maxi': '2'}, {'code': '1321100', 'maxi': '2'}, {'code': '1322500', 'maxi': '2'}, {'code': '1320100', 'maxi': '1'}, {'code': '1320300', 'maxi': '1'}, {'code': '1320400', 'maxi': '1'}, {'code': '1320600', 'maxi': '1'}, {'code': '1320700', 'maxi': '1'}, {'code': '1321000', 'maxi': '1'}, {'code': '1321200', 'maxi': '1'}, {'code': '1321300', 'maxi': '1'}, {'code': '1321400', 'maxi': '1'}, {'code': '1321500', 'maxi': '1'}, {'code': '1321900', 'maxi': '1'}, {'code': '1322000', 'maxi': '1'}, {'code': '1322100', 'maxi': '1'}, {'code': '1322300', 'maxi': '1'}, {'code': '1322400', 'maxi': '1'}, {'code': '1322900', 'maxi': '1'}]}, {'code': '11', 'maxi': '2', 'city': [{'code': '1120300', 'maxi': '2'}, {'code': '1123000', 'maxi': '2'}, {'code': '1110100', 'maxi': '1'}, {'code': '1110200', 'maxi': '1'}, {'code': '1110300', 'maxi': '1'}, {'code': '1110400', 'maxi': '1'}, {'code': '1110500', 'maxi': '1'}, {'code': '1110700', 'maxi': '1'}, {'code': '1110800', 'maxi': '1'}, {'code': '1110900', 'maxi': '1'}, {'code': '1120100', 'maxi': '1'}, {'code': '1120800', 'maxi': '1'}, {'code': '1121400', 'maxi': '1'}, {'code': '1121500', 'maxi': '1'}, {'code': '1121900', 'maxi': '1'}, {'code': '1122100', 'maxi': '1'}, {'code': '1122200', 'maxi': '1'}, {'code': '1122300', 'maxi': '1'}, {'code': '1122400', 'maxi': '1'}, {'code': '1122700', 'maxi': '1'}, {'code': '1122800', 'maxi': '1'}, {'code': '1122900', 'maxi': '1'}, {'code': '1123300', 'maxi': '1'}, {'code': '1123400', 'maxi': '1'}, {'code': '1123500', 'maxi': '1'}, {'code': '1123700', 'maxi': '1'}, {'code': '1124000', 'maxi': '1'}, {'code': '1124300', 'maxi': '1'}, {'code': '1124600', 'maxi': '1'}, {'code': '1130100', 'maxi': '1'}, {'code': '1132400', 'maxi': '1'}, {'code': '1144200', 'maxi': '1'}, {'code': '1120200', 'maxi': '1'}, {'code': '1121000', 'maxi': '1'}, {'code': '1121200', 'maxi': '1'}, {'code': '1123200', 'maxi': '1'}]}, {'code': '12', 'maxi': '2', 'city': [{'code': '1221300', 'maxi': '2'}, {'code': '1221000', 'maxi': '1'}, {'code': '1223600', 'maxi': '1'}, {'code': '1223700', 'maxi': '1'}, {'code': '1223900', 'maxi': '1'}, {'code': '1240900', 'maxi': '1'}, {'code': '1242100', 'maxi': '1'}, {'code': '1242700', 'maxi': '1'}, {'code': '1210100', 'maxi': '2'}, {'code': '1210200', 'maxi': '2'}, {'code': '1210300', 'maxi': '2'}, {'code': '1210400', 'maxi': '2'}, {'code': '1210500', 'maxi': '2'}, {'code': '1210600', 'maxi': '2'}, {'code': '1220300', 'maxi': '2'}, {'code': '1220400', 'maxi': '2'}, {'code': '1221600', 'maxi': '2'}, {'code': '1221700', 'maxi': '2'}, {'code': '1221900', 'maxi': '2'}, {'code': '1222100', 'maxi': '2'}, {'code': '1222400', 'maxi': '2'}, {'code': '1223200', 'maxi': '2'}, {'code': '1220700', 'maxi': '1'}, {'code': '1220800', 'maxi': '1'}, {'code': '1221100', 'maxi': '1'}, {'code': '1222000', 'maxi': '1'}, {'code': '1222200', 'maxi': '1'}, {'code': '1222700', 'maxi': '1'}, {'code': '1222800', 'maxi': '1'}, {'code': '1223100', 'maxi': '1'}, {'code': '1223300', 'maxi': '1'}, {'code': '1232200', 'maxi': '1'}, {'code': '1232900', 'maxi': '1'}, {'code': '1220500', 'maxi': '1'}, {'code': '1220600', 'maxi': '1'}, {'code': '1222500', 'maxi': '1'}, {'code': '1222600', 'maxi': '1'}, {'code': '1222900', 'maxi': '1'}, {'code': '1223400', 'maxi': '1'}, {'code': '1246300', 'maxi': '1'}]}, {'code': '14', 'maxi': '2', 'city': [{'code': '1410100', 'maxi': '2'}, {'code': '1410200', 'maxi': '2'}, {'code': '1410400', 'maxi': '2'}, {'code': '1410600', 'maxi': '2'}, {'code': '1410700', 'maxi': '2'}, {'code': '1410900', 'maxi': '2'}, {'code': '1411000', 'maxi': '2'}, {'code': '1411100', 'maxi': '2'}, {'code': '1411200', 'maxi': '2'}, {'code': '1411400', 'maxi': '2'}, {'code': '1413100', 'maxi': '2'}, {'code': '1413300', 'maxi': '2'}, {'code': '1421000', 'maxi': '2'}, {'code': '1421300', 'maxi': '2'}, {'code': '1410300', 'maxi': '1'}, {'code': '1410500', 'maxi': '1'}, {'code': '1410800', 'maxi': '1'}, {'code': '1411300', 'maxi': '1'}, {'code': '1411500', 'maxi': '1'}, {'code': '1411600', 'maxi': '1'}, {'code': '1411700', 'maxi': '1'}, {'code': '1411800', 'maxi': '1'}, {'code': '1413200', 'maxi': '1'}, {'code': '1413400', 'maxi': '1'}, {'code': '1413500', 'maxi': '1'}, {'code': '1413600', 'maxi': '1'}, {'code': '1413700', 'maxi': '1'}, {'code': '1420100', 'maxi': '1'}, {'code': '1420300', 'maxi': '1'}, {'code': '1420400', 'maxi': '1'}, {'code': '1420500', 'maxi': '1'}, {'code': '1420700', 'maxi': '1'}, {'code': '1420800', 'maxi': '1'}, {'code': '1421500', 'maxi': '1'}, {'code': '1421600', 'maxi': '1'}, {'code': '1421800', 'maxi': '1'}, {'code': '1415100', 'maxi': '1'}, {'code': '1415200', 'maxi': '1'}, {'code': '1415300', 'maxi': '1'}, {'code': '1421100', 'maxi': '1'}, {'code': '1421200', 'maxi': '1'}, {'code': '1436400', 'maxi': '1'}, {'code': '1438200', 'maxi': '1'}, {'code': '1440100', 'maxi': '1'}, {'code': '1440200', 'maxi': '1'}]}, {'code': '08', 'maxi': '1', 'city': [{'code': '0820100', 'maxi': '1'}, {'code': '0821600', 'maxi': '1'}, {'code': '0823600', 'maxi': '1'}, {'code': '0831000', 'maxi': '1'}, {'code': '0820300', 'maxi': '1'}, {'code': '0820500', 'maxi': '1'}, {'code': '0820800', 'maxi': '1'}, {'code': '0821100', 'maxi': '1'}, {'code': '0821700', 'maxi': '1'}, {'code': '0821900', 'maxi': '1'}, {'code': '0822000', 'maxi': '1'}, {'code': '0822200', 'maxi': '1'}, {'code': '0822400', 'maxi': '1'}, {'code': '0822700', 'maxi': '1'}, {'code': '0822800', 'maxi': '1'}, {'code': '0822900', 'maxi': '1'}, {'code': '0823000', 'maxi': '1'}, {'code': '0823100', 'maxi': '1'}, {'code': '0823400', 'maxi': '1'}, {'code': '0823500', 'maxi': '1'}, {'code': '0844200', 'maxi': '1'}, {'code': '0844300', 'maxi': '1'}, {'code': '0856400', 'maxi': '1'}]}, {'code': '09', 'maxi': '1', 'city': [{'code': '0920100', 'maxi': '1'}, {'code': '0920300', 'maxi': '1'}, {'code': '0920400', 'maxi': '1'}, {'code': '0920900', 'maxi': '1'}, {'code': '0921600', 'maxi': '1'}, {'code': '0936100', 'maxi': '1'}]}, {'code': '10', 'maxi': '1', 'city': [{'code': '1020300', 'maxi': '1'}, {'code': '1020800', 'maxi': '1'}, {'code': '1052500', 'maxi': '1'}]}, {'code': '19', 'maxi': '1', 'city': [{'code': '1943000', 'maxi': '1'}]}, {'code': '22', 'maxi': '1', 'city': [{'code': '2220500', 'maxi': '1'}, {'code': '2222200', 'maxi': '1'}, {'code': '2230100', 'maxi': '1'}, {'code': '2220700', 'maxi': '1'}]}]",20230510112442_20230510112107_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Northwestern Chiba Prefecture
20230510112349,20230510112107,2023-05-10T11:23:00+09:00,震源に関する情報,発表,0,2023-05-10T11:21:00+09:00,千葉県北西部,341,+35.7+140.0-70000/,4.1,,[],20230510112349_20230510112107_VXSE52_0.json,Earthquake Information,Northwestern Chiba Prefecture
20230510112249,20230510112107,2023-05-10T11:22:00+09:00,震度速報,発表,0,2023-05-10T11:21:00+09:00,,,,,3,"[{'code': '13', 'maxi': '3', 'city': []}]",20230510112249_20230510112107_VXSE51_0.json,Seismic Intensity Information,
20230510071918,20230510071441,2023-05-10T07:19:00+09:00,震源・震度情報,発表,1,2023-05-10T07:14:00+09:00,能登半島沖,495,+37.6+137.3-10000/,5.0,4,"[{'code': '17', 'maxi': '4', 'city': [{'code': '1720500', 'maxi': '4'}, {'code': '1720400', 'maxi': '3'}, {'code': '1746300', 'maxi': '3'}, {'code': '1720200', 'maxi': '2'}, {'code': '1720700', 'maxi': '2'}, {'code': '1738400', 'maxi': '2'}, {'code': '1738600', 'maxi': '2'}, {'code': '1740700', 'maxi': '2'}, {'code': '1746100', 'maxi': '2'}, {'code': '1720600', 'maxi': '2'}, {'code': '1720900', 'maxi': '2'}, {'code': '1720100', 'maxi': '1'}, {'code': '1720300', 'maxi': '1'}, {'code': '1721000', 'maxi': '1'}, {'code': '1721100', 'maxi': '1'}, {'code': '1721200', 'maxi': '1'}, {'code': '1736100', 'maxi': '1'}]}, {'code': '15', 'maxi': '3', 'city': [{'code': '1522200', 'maxi': '3'}, {'code': '1521600', 'maxi': '2'}, {'code': '1521700', 'maxi': '2'}, {'code': '1522400', 'maxi': '3'}, {'code': '1520200', 'maxi': '2'}, {'code': '1520500', 'maxi': '2'}, {'code': '1521000', 'maxi': '2'}, {'code': '1540500', 'maxi': '2'}, {'code': '1550400', 'maxi': '2'}, {'code': '1520400', 'maxi': '1'}, {'code': '1520800', 'maxi': '1'}, {'code': '1520900', 'maxi': '1'}, {'code': '1521100', 'maxi': '1'}, {'code': '1522500', 'maxi': '1'}, {'code': '1522600', 'maxi': '1'}, {'code': '1536100', 'maxi': '1'}, {'code': '1546100', 'maxi': '1'}, {'code': '1510200', 'maxi': '2'}, {'code': '1510300', 'maxi': '2'}, {'code': '1510700', 'maxi': '2'}, {'code': '1510100', 'maxi': '1'}, {'code': '1510400', 'maxi': '1'}, {'code': '1510500', 'maxi': '1'}, {'code': '1510600', 'maxi': '1'}, {'code': '1510800', 'maxi': '1'}, {'code': '1520600', 'maxi': '1'}, {'code': '1521200', 'maxi': '1'}, {'code': '1521300', 'maxi': '1'}, {'code': '1521800', 'maxi': '1'}, {'code': '1522300', 'maxi': '1'}, {'code': '1530700', 'maxi': '1'}, {'code': '1534200', 'maxi': '1'}, {'code': '1538500', 'maxi': '1'}, {'code': '1558100', 'maxi': '1'}]}, {'code': '16', 'maxi': '2', 'city': [{'code': '1620100', 'maxi': '2'}, {'code': '1632100', 'maxi': '2'}, {'code': '1634300', 'maxi': '2'}, {'code': '1620400', 'maxi': '1'}, {'code': '1620600', 'maxi': '1'}, {'code': '1620700', 'maxi': '1'}, {'code': '1632200', 'maxi': '1'}, {'code': '1632300', 'maxi': '1'}, {'code': '1634200', 'maxi': '1'}, {'code': '1620500', 'maxi': '2'}, {'code': '1620900', 'maxi': '2'}, {'code': '1621100', 'maxi': '2'}, {'code': '1620200', 'maxi': '1'}, {'code': '1620800', 'maxi': '1'}, {'code': '1621000', 'maxi': '1'}]}, {'code': '18', 'maxi': '2', 'city': [{'code': '1820800', 'maxi': '2'}, {'code': '1821000', 'maxi': '2'}, {'code': '1820100', 'maxi': '1'}]}, {'code': '20', 'maxi': '2', 'city': [{'code': '2058800', 'maxi': '2'}, {'code': '2060200', 'maxi': '2'}, {'code': '2020100', 'maxi': '1'}, {'code': '2021100', 'maxi': '1'}, {'code': '2021300', 'maxi': '1'}, {'code': '2048500', 'maxi': '1'}, {'code': '2048600', 'maxi': '1'}, {'code': '2056200', 'maxi': '1'}, {'code': '2056300', 'maxi': '1'}, {'code': '2059000', 'maxi': '1'}, {'code': '2021400', 'maxi': '1'}]}, {'code': '05', 'maxi': '1', 'city': [{'code': '0521000', 'maxi': '1'}]}, {'code': '06', 'maxi': '1', 'city': [{'code': '0630200', 'maxi': '1'}, {'code': '0640100', 'maxi': '1'}]}, {'code': '07', 'maxi': '1', 'city': [{'code': '0736700', 'maxi': '1'}, {'code': '0740500', 'maxi': '1'}]}, {'code': '10', 'maxi': '1', 'city': [{'code': '1020600', 'maxi': '1'}]}, {'code': '21', 'maxi': '1', 'city': [{'code': '2120300', 'maxi': '1'}, {'code': '2121700', 'maxi': '1'}, {'code': '2160400', 'maxi': '1'}]}]",20230510071918_20230510071441_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Off the Coast of Noto Peninsula
20230510071823,20230510071441,2023-05-10T07:18:00+09:00,震源に関する情報,発表,0,2023-05-10T07:14:00+09:00,能登半島沖,495,+37.6+137.3-10000/,5.0,,[],20230510071823_20230510071441_VXSE52_0.json,Earthquake Information,Off the Coast of Noto Peninsula
20230510071612,20230510071441,2023-05-10T07:16:00+09:00,震度速報,発表,0,2023-05-10T07:14:00+09:00,,,,,4,"[{'code': '17', 'maxi': '4', 'city': []}, {'code': '15', 'maxi': '3', 'city': []}]",20230510071612_20230510071441_VXSE51_0.json,Seismic Intensity Information,
20230510030718,20230510030324,2023-05-10T03:07:00+09:00,震源・震度情報,発表,1,2023-05-10T03:02:00+09:00,岩手県沖,286,+39.9+142.3-30000/,4.2,2,"[{'code': '02', 'maxi': '2', 'city': [{'code': '0244500', 'maxi': '2'}, {'code': '0220300', 'maxi': '1'}, {'code': '0220700', 'maxi': '1'}, {'code': '0244100', 'maxi': '1'}, {'code': '0244200', 'maxi': '1'}, {'code': '0244600', 'maxi': '1'}]}, {'code': '03', 'maxi': '2', 'city': [{'code': '0320200', 'maxi': '2'}, {'code': '0320700', 'maxi': '1'}, {'code': '0348200', 'maxi': '1'}, {'code': '0348400', 'maxi': '1'}, {'code': '0348500', 'maxi': '1'}, {'code': '0321100', 'maxi': '1'}, {'code': '0344100', 'maxi': '1'}, {'code': '0320100', 'maxi': '1'}, {'code': '0321400', 'maxi': '1'}, {'code': '0330200', 'maxi': '1'}, {'code': '0350100', 'maxi': '1'}, {'code': '0350600', 'maxi': '1'}, {'code': '0320500', 'maxi': '1'}, {'code': '0320600', 'maxi': '1'}, {'code': '0320800', 'maxi': '1'}, {'code': '0320900', 'maxi': '1'}]}]",20230510030718_20230510030324_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Off the Coast of Iwate Prefecture
20230510030234,20230510025936,2023-05-10T03:02:00+09:00,震源・震度情報,発表,1,2023-05-10T02:59:00+09:00,石川県能登地方,390,+37.5+137.3-10000/,3.4,1,"[{'code': '17', 'maxi': '1', 'city': [{'code': '1720500', 'maxi': '1'}]}]",20230510030234_20230510025936_VXSE5k_1.json,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture"
20230510024352,20230510024056,2023-05-10T02:43:00+09:00,震源・震度情報,発表,1,2023-05-10T02:40:00+09:00,熊本県熊本地方,741,+32.8+130.9-10000/,2.9,2,"[{'code': '43', 'maxi': '2', 'city': [{'code': '4343200', 'maxi': '2'}, {'code': '4310200', 'maxi': '1'}, {'code': '4310300', 'maxi': '1'}, {'code': '4310400', 'maxi': '1'}, {'code': '4321300', 'maxi': '1'}, {'code': '4321600', 'maxi': '1'}, {'code': '4334800', 'maxi': '1'}, {'code': '4340300', 'maxi': '1'}, {'code': '4340400', 'maxi': '1'}, {'code': '4344100', 'maxi': '1'}, {'code': '4344200', 'maxi': '1'}, {'code': '4344400', 'maxi': '1'}, {'code': '4344700', 'maxi': '1'}, {'code': '4343300', 'maxi': '1'}]}]",20230510024352_20230510024056_VXSE5k_1.json,Earthquake and Seismic Intensity Information,"Kumamoto Region, Kumamoto Prefecture"
20230509231845,20230509231507,2023-05-09T23:18:00+09:00,震源・震度情報,発表,1,2023-05-09T23:15:00+09:00,富山湾,497,+37.4+137.3+0/,1.8,1,"[{'code': '17', 'maxi': '1', 'city': [{'code': '1720500', 'maxi': '1'}]}]",20230509231845_20230509231507_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Toyama Bay
20230509213508,20230509213216,2023-05-09T21:35:00+09:00,震源・震度情報,発表,1,2023-05-09T21:32:00+09:00,岩手県沖,286,+39.6+142.1-50000/,3.8,2,"[{'code': '03', 'maxi': '2', 'city': [{'code': '0320200', 'maxi': '2'}, {'code': '0348200', 'maxi': '2'}, {'code': '0321100', 'maxi': '1'}, {'code': '0344100', 'maxi': '1'}, {'code': '0320500', 'maxi': '1'}, {'code': '0320900', 'maxi': '1'}]}]",20230509213508_20230509213216_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Off the Coast of Iwate Prefecture
20230509132616,20230509132244,2023-05-09T13:26:00+09:00,震源・震度情報,発表,1,2023-05-09T13:22:00+09:00,青森県東方沖,285,+40.9+142.0-60000/,3.7,2,"[{'code': '02', 'maxi': '2', 'city': [{'code': '0220300', 'maxi': '2'}, {'code': '0244500', 'maxi': '1'}, {'code': '0244600', 'maxi': '1'}, {'code': '0230700', 'maxi': '1'}, {'code': '0242400', 'maxi': '1'}]}, {'code': '03', 'maxi': '1', 'city': [{'code': '0320700', 'maxi': '1'}]}]",20230509132616_20230509132244_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Off the east Coast of Aomori Prefecture
20230509110845,20230509110558,2023-05-09T11:08:00+09:00,震源・震度情報,発表,1,2023-05-09T11:05:00+09:00,能登半島沖,495,+37.6+137.3-10000/,4.3,2,"[{'code': '17', 'maxi': '2', 'city': [{'code': '1720500', 'maxi': '2'}, {'code': '1720200', 'maxi': '1'}, {'code': '1720400', 'maxi': '1'}, {'code': '1746300', 'maxi': '1'}]}]",20230509110845_20230509110558_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Off the Coast of Noto Peninsula
20230509090835,20230509090608,2023-05-09T09:08:00+09:00,震源・震度情報,発表,1,2023-05-09T09:06:00+09:00,石川県能登地方,390,+37.5+137.3-10000/,2.2,1,"[{'code': '17', 'maxi': '1', 'city': [{'code': '1720500', 'maxi': '1'}]}]",20230509090835_20230509090608_VXSE5k_1.json,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture"
20230509052047,20230509051617,2023-05-09T05:20:00+09:00,震源・震度情報,発表,1,2023-05-09T05:16:00+09:00,石川県能登地方,390,+37.5+137.3-10000/,4.3,3,"[{'code': '17', 'maxi': '3', 'city': [{'code': '1720500', 'maxi': '3'}, {'code': '1720200', 'maxi': '2'}, {'code': '1720400', 'maxi': '2'}, {'code': '1746100', 'maxi': '2'}, {'code': '1746300', 'maxi': '2'}, {'code': '1720700', 'maxi': '1'}, {'code': '1738400', 'maxi': '1'}, {'code': '1738600', 'maxi': '1'}, {'code': '1740700', 'maxi': '1'}, {'code': '1720100', 'maxi': '1'}, {'code': '1720300', 'maxi': '1'}, {'code': '1720900', 'maxi': '1'}, {'code': '1721100', 'maxi': '1'}, {'code': '1736100', 'maxi': '1'}]}, {'code': '16', 'maxi': '2', 'city': [{'code': '1620500', 'maxi': '2'}, {'code': '1621100', 'maxi': '2'}, {'code': '1620200', 'maxi': '1'}, {'code': '1620900', 'maxi': '1'}, {'code': '1621000', 'maxi': '1'}, {'code': '1620100', 'maxi': '1'}, {'code': '1620700', 'maxi': '1'}, {'code': '1632100', 'maxi': '1'}, {'code': '1632200', 'maxi': '1'}, {'code': '1632300', 'maxi': '1'}, {'code': '1634200', 'maxi': '1'}]}, {'code': '15', 'maxi': '1', 'city': [{'code': '1521600', 'maxi': '1'}, {'code': '1522200', 'maxi': '1'}]}, {'code': '20', 'maxi': '1', 'city': [{'code': '2058800', 'maxi': '1'}]}, {'code': '21', 'maxi': '1', 'city': [{'code': '2120300', 'maxi': '1'}]}]",20230509052047_20230509051617_VXSE5k_1.json,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture"
20230509051920,20230509051422,2023-05-09T05:19:00+09:00,震源・震度情報,発表,1,2023-05-09T05:14:00+09:00,石川県能登地方,390,+37.5+137.3-10000/,4.9,4,"[{'code': '17', 'maxi': '4', 'city': [{'code': '1720500', 'maxi': '4'}, {'code': '1746300', 'maxi': '4'}, {'code': '1720200', 'maxi': '3'}, {'code': '1720400', 'maxi': '3'}, {'code': '1720700', 'maxi': '2'}, {'code': '1738400', 'maxi': '2'}, {'code': '1738600', 'maxi': '2'}, {'code': '1740700', 'maxi': '2'}, {'code': '1746100', 'maxi': '2'}, {'code': '1720100', 'maxi': '2'}, {'code': '1720900', 'maxi': '2'}, {'code': '1721100', 'maxi': '2'}, {'code': '1736100', 'maxi': '2'}, {'code': '1720300', 'maxi': '1'}, {'code': '1720600', 'maxi': '1'}, {'code': '1721000', 'maxi': '1'}, {'code': '1721200', 'maxi': '1'}, {'code': '1732400', 'maxi': '1'}]}, {'code': '15', 'maxi': '3', 'city': [{'code': '1522200', 'maxi': '3'}, {'code': '1521600', 'maxi': '2'}, {'code': '1521700', 'maxi': '2'}, {'code': '1520200', 'maxi': '2'}, {'code': '1520500', 'maxi': '2'}, {'code': '1520800', 'maxi': '2'}, {'code': '1521000', 'maxi': '2'}, {'code': '1540500', 'maxi': '2'}, {'code': '1520400', 'maxi': '1'}, {'code': '1520900', 'maxi': '1'}, {'code': '1521100', 'maxi': '1'}, {'code': '1522500', 'maxi': '1'}, {'code': '1522600', 'maxi': '1'}, {'code': '1536100', 'maxi': '1'}, {'code': '1546100', 'maxi': '1'}, {'code': '1550400', 'maxi': '1'}, {'code': '1510700', 'maxi': '2'}, {'code': '1538500', 'maxi': '2'}, {'code': '1510100', 'maxi': '1'}, {'code': '1510200', 'maxi': '1'}, {'code': '1510300', 'maxi': '1'}, {'code': '1510500', 'maxi': '1'}, {'code': '1510600', 'maxi': '1'}, {'code': '1510800', 'maxi': '1'}, {'code': '1521300', 'maxi': '1'}, {'code': '1522300', 'maxi': '1'}, {'code': '1534200', 'maxi': '1'}, {'code': '1558100', 'maxi': '1'}, {'code': '1522400', 'maxi': '2'}]}, {'code': '16', 'maxi': '3', 'city': [{'code': '1621100', 'maxi': '3'}, {'code': '1620200', 'maxi': '2'}, {'code': '1620500', 'maxi': '2'}, {'code': '1620900', 'maxi': '2'}, {'code': '1621000', 'maxi': '2'}, {'code': '1620800', 'maxi': '1'}, {'code': '1620100', 'maxi': '2'}, {'code': '1632100', 'maxi': '2'}, {'code': '1632200', 'maxi': '2'}, {'code': '1632300', 'maxi': '2'}, {'code': '1620400', 'maxi': '1'}, {'code': '1620600', 'maxi': '1'}, {'code': '1620700', 'maxi': '1'}, {'code': '1634200', 'maxi': '1'}, {'code': '1634300', 'maxi': '1'}]}, {'code': '18', 'maxi': '2', 'city': [{'code': '1820800', 'maxi': '2'}, {'code': '1821000', 'maxi': '2'}, {'code': '1820100', 'maxi': '1'}, {'code': '1820900', 'maxi': '1'}]}, {'code': '20', 'maxi': '2', 'city': [{'code': '2058800', 'maxi': '2'}, {'code': '2060200', 'maxi': '2'}, {'code': '2020100', 'maxi': '1'}, {'code': '2021300', 'maxi': '1'}, {'code': '2048500', 'maxi': '1'}, {'code': '2048600', 'maxi': '1'}, {'code': '2056200', 'maxi': '1'}, {'code': '2056300', 'maxi': '1'}, {'code': '2059000', 'maxi': '1'}]}, {'code': '06', 'maxi': '1', 'city': [{'code': '0640300', 'maxi': '1'}]}, {'code': '07', 'maxi': '1', 'city': [{'code': '0736700', 'maxi': '1'}, {'code': '0736800', 'maxi': '1'}, {'code': '0740500', 'maxi': '1'}]}, {'code': '09', 'maxi': '1', 'city': [{'code': '0920600', 'maxi': '1'}]}, {'code': '10', 'maxi': '1', 'city': [{'code': '1020600', 'maxi': '1'}]}, {'code': '21', 'maxi': '1', 'city': [{'code': '2120300', 'maxi': '1'}, {'code': '2121700', 'maxi': '1'}, {'code': '2160400', 'maxi': '1'}]}]",20230509051920_20230509051422_VXSE5k_1.json,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture"
