ctt,eid,rdt,ttl,ift,ser,at,anm,acd,cod,mag,maxi,int,json,en_ttl,en_anm
20230505223849,20230505223455,2023-05-05T22:38:00+09:00,震源・震度情報,発表,1,2023-05-05T22:34:00+09:00,石川県能登地方,390,+37.5+137.2-10000/,3.6,2,"[{'code': '17', 'maxi': '2', 'city': [{'code': '1720500', 'maxi': '2'}, {'code': '1746300', 'maxi': '1'}]}]",20230505223849_20230505223455_VXSE5k_1.json,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture"
20230505223701,20230505223402,2023-05-05T22:37:00+09:00,震源・震度情報,発表,1,2023-05-05T22:34:00+09:00,石川県能登地方,390,+37.5+137.3-10000/,4.1,3,"[{'code': '17', 'maxi': '3', 'city': [{'code': '1720500', 'maxi': '3'}, {'code': '1746300', 'maxi': '2'}, {'code': '1720400', 'maxi': '1'}, {'code': '1746100', 'maxi': '1'}]}]",20230505223701_20230505223402_VXSE5k_1.json,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture"
20230505223040,20230505222644,2023-05-05T22:30:00+09:00,震源・震度情報,発表,1,2023-05-05T22:26:00+09:00,石川県能登地方,390,+37.5+137.2-10000/,4.2,3,"[{'code': '17', 'maxi': '3', 'city': [{'code': '1720500', 'maxi': '3'}, {'code': '1746300', 'maxi': '2'}, {'code': '1720200', 'maxi': '1'}, {'code': '1720400', 'maxi': '1'}, {'code': '1746100', 'maxi': '1'}]}]",20230505223040_20230505222644_VXSE5k_1.json,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture"
20230505222954,20230505222644,2023-05-05T22:29:00+09:00,震源に関する情報,発表,0,2023-05-05T22:26:00+09:00,石川県能登地方,390,+37.5+137.2-10000/,4.2,,[],20230505222954_20230505222644_VXSE52_0.json,Earthquake Information,"Noto, Ishikawa Prefecture"
20230505222821,20230505222644,2023-05-05T22:28:00+09:00,震度速報,発表,0,2023-05-05T22:26:00+09:00,,,,,3,"[{'code': '17', 'maxi': '3', 'city': []}]",20230505222821_20230505222644_VXSE51_0.json,Seismic Intensity Information,
20230505221255,20230505220557,2023-05-05T22:12:00+09:00,震源・震度情報,発表,1,2023-05-05T22:05:00+09:00,石川県能登地方,390,+37.5+137.3-10000/,3.5,2,"[{'code': '17', 'maxi': '2', 'city': [{'code': '1720500', 'maxi': '2'}]}]",20230505221255_20230505220557_VXSE5k_1.json,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture"
20230505221135,20230505220841,2023-05-05T22:11:00+09:00,震源・震度情報,発表,1,2023-05-05T22:08:00+09:00,石川県能登地方,390,+37.5+137.2-10000/,3.8,3,"[{'code': '17', 'maxi': '3', 'city': [{'code': '1720500', 'maxi': '3'}, {'code': '1720400', 'maxi': '1'}, {'code': '1746100', 'maxi': '1'}, {'code': '1746300', 'maxi': '1'}]}]",20230505221135_20230505220841_VXSE5k_1.json,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture"
20230505220703,20230505220345,2023-05-05T22:07:00+09:00,震源・震度情報,発表,1,2023-05-05T22:03:00+09:00,石川県能登地方,390,+37.5+137.2-10000/,4.1,2,"[{'code': '17', 'maxi': '2', 'city': [{'code': '1720500', 'maxi': '2'}, {'code': '1720400', 'maxi': '1'}, {'code': '1746300', 'maxi': '1'}]}]",20230505220703_20230505220345_VXSE5k_1.json,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture"
20230505220547,20230505220222,2023-05-05T22:05:00+09:00,震源・震度情報,発表,1,2023-05-05T22:02:00+09:00,石川県能登地方,390,+37.5+137.2-10000/,3.8,2,"[{'code': '17', 'maxi': '2', 'city': [{'code': '1720500', 'maxi': '2'}, {'code': '1720400', 'maxi': '1'}, {'code': '1746300', 'maxi': '1'}]}]",20230505220547_20230505220222_VXSE5k_1.json,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture"
20230505220219,20230505215807,2023-05-05T22:02:00+09:00,震源・震度情報,発表,1,2023-05-05T21:58:00+09:00,石川県能登地方,390,+37.5+137.2-10000/,5.8,5+,"[{'code': '17', 'maxi': '5+', 'city': [{'code': '1720500', 'maxi': '5+'}, {'code': '1746300', 'maxi': '5-'}, {'code': '1720200', 'maxi': '4'}, {'code': '1720400', 'maxi': '4'}, {'code': '1746100', 'maxi': '4'}, {'code': '1720700', 'maxi': '3'}, {'code': '1738400', 'maxi': '3'}, {'code': '1738600', 'maxi': '3'}, {'code': '1740700', 'maxi': '3'}, {'code': '1720100', 'maxi': '3'}, {'code': '1720300', 'maxi': '3'}, {'code': '1720600', 'maxi': '3'}, {'code': '1720900', 'maxi': '3'}, {'code': '1721000', 'maxi': '3'}, {'code': '1721100', 'maxi': '3'}, {'code': '1736100', 'maxi': '3'}, {'code': '1721200', 'maxi': '2'}, {'code': '1732400', 'maxi': '2'}, {'code': '1736500', 'maxi': '2'}]}, {'code': '15', 'maxi': '4', 'city': [{'code': '1522200', 'maxi': '4'}, {'code': '1521600', 'maxi': '3'}, {'code': '1521700', 'maxi': '3'}, {'code': '1520200', 'maxi': '4'}, {'code': '1520400', 'maxi': '3'}, {'code': '1520500', 'maxi': '3'}, {'code': '1520800', 'maxi': '3'}, {'code': '1520900', 'maxi': '3'}, {'code': '1521000', 'maxi': '3'}, {'code': '1521100', 'maxi': '3'}, {'code': '1522500', 'maxi': '3'}, {'code': '1522600', 'maxi': '3'}, {'code': '1540500', 'maxi': '3'}, {'code': '1550400', 'maxi': '3'}, {'code': '1536100', 'maxi': '2'}, {'code': '1546100', 'maxi': '2'}, {'code': '1548200', 'maxi': '2'}, {'code': '1522400', 'maxi': '4'}, {'code': '1510200', 'maxi': '3'}, {'code': '1510300', 'maxi': '3'}, {'code': '1510600', 'maxi': '3'}, {'code': '1510700', 'maxi': '3'}, {'code': '1510800', 'maxi': '3'}, {'code': '1521300', 'maxi': '3'}, {'code': '1538500', 'maxi': '3'}, {'code': '1510100', 'maxi': '2'}, {'code': '1510400', 'maxi': '2'}, {'code': '1510500', 'maxi': '2'}, {'code': '1520600', 'maxi': '2'}, {'code': '1521200', 'maxi': '2'}, {'code': '1521800', 'maxi': '2'}, {'code': '1522300', 'maxi': '2'}, {'code': '1530700', 'maxi': '2'}, {'code': '1534200', 'maxi': '2'}, {'code': '1558100', 'maxi': '2'}, {'code': '1522700', 'maxi': '1'}]}, {'code': '16', 'maxi': '4', 'city': [{'code': '1632100', 'maxi': '4'}, {'code': '1620100', 'maxi': '3'}, {'code': '1620600', 'maxi': '3'}, {'code': '1632200', 'maxi': '3'}, {'code': '1632300', 'maxi': '3'}, {'code': '1620400', 'maxi': '2'}, {'code': '1620700', 'maxi': '2'}, {'code': '1634200', 'maxi': '2'}, {'code': '1634300', 'maxi': '2'}, {'code': '1620200', 'maxi': '3'}, {'code': '1620500', 'maxi': '3'}, {'code': '1620900', 'maxi': '3'}, {'code': '1621000', 'maxi': '3'}, {'code': '1621100', 'maxi': '3'}, {'code': '1620800', 'maxi': '2'}]}, {'code': '18', 'maxi': '3', 'city': [{'code': '1820800', 'maxi': '3'}, {'code': '1821000', 'maxi': '3'}, {'code': '1820100', 'maxi': '2'}, {'code': '1820900', 'maxi': '2'}, {'code': '1832200', 'maxi': '2'}, {'code': '1842300', 'maxi': '2'}, {'code': '1820500', 'maxi': '1'}, {'code': '1820600', 'maxi': '1'}, {'code': '1820700', 'maxi': '1'}, {'code': '1838200', 'maxi': '1'}, {'code': '1840400', 'maxi': '1'}, {'code': '1820200', 'maxi': '2'}, {'code': '1820400', 'maxi': '1'}, {'code': '1844200', 'maxi': '1'}, {'code': '1848100', 'maxi': '1'}, {'code': '1848300', 'maxi': '1'}, {'code': '1850100', 'maxi': '1'}]}, {'code': '20', 'maxi': '3', 'city': [{'code': '2020100', 'maxi': '3'}, {'code': '2048600', 'maxi': '3'}, {'code': '2058800', 'maxi': '3'}, {'code': '2060200', 'maxi': '3'}, {'code': '2021100', 'maxi': '2'}, {'code': '2021200', 'maxi': '2'}, {'code': '2021300', 'maxi': '2'}, {'code': '2021800', 'maxi': '2'}, {'code': '2048500', 'maxi': '2'}, {'code': '2052100', 'maxi': '2'}, {'code': '2056200', 'maxi': '2'}, {'code': '2056300', 'maxi': '2'}, {'code': '2058300', 'maxi': '2'}, {'code': '2059000', 'maxi': '2'}, {'code': '2020700', 'maxi': '1'}, {'code': '2048100', 'maxi': '1'}, {'code': '2048200', 'maxi': '1'}, {'code': '2054100', 'maxi': '1'}, {'code': '2056100', 'maxi': '1'}, {'code': '2020200', 'maxi': '2'}, {'code': '2020300', 'maxi': '2'}, {'code': '2020600', 'maxi': '2'}, {'code': '2021700', 'maxi': '2'}, {'code': '2032400', 'maxi': '2'}, {'code': '2044600', 'maxi': '2'}, {'code': '2020400', 'maxi': '1'}, {'code': '2020800', 'maxi': '1'}, {'code': '2021500', 'maxi': '1'}, {'code': '2021900', 'maxi': '1'}, {'code': '2022000', 'maxi': '1'}, {'code': '2030500', 'maxi': '1'}, {'code': '2032100', 'maxi': '1'}, {'code': '2032300', 'maxi': '1'}, {'code': '2034900', 'maxi': '1'}, {'code': '2036100', 'maxi': '1'}, {'code': '2044800', 'maxi': '1'}, {'code': '2045000', 'maxi': '1'}, {'code': '2045100', 'maxi': '1'}, {'code': '2045200', 'maxi': '1'}, {'code': '2020500', 'maxi': '1'}, {'code': '2038200', 'maxi': '1'}, {'code': '2038300', 'maxi': '1'}, {'code': '2038400', 'maxi': '1'}, {'code': '2038500', 'maxi': '1'}, {'code': '2042900', 'maxi': '1'}, {'code': '2043200', 'maxi': '1'}]}, {'code': '06', 'maxi': '2', 'city': [{'code': '0620300', 'maxi': '2'}, {'code': '0620400', 'maxi': '2'}, {'code': '0642600', 'maxi': '1'}, {'code': '0642800', 'maxi': '1'}, {'code': '0646100', 'maxi': '1'}, {'code': '0630200', 'maxi': '2'}, {'code': '0620700', 'maxi': '1'}, {'code': '0620800', 'maxi': '1'}, {'code': '0621200', 'maxi': '1'}, {'code': '0630100', 'maxi': '1'}, {'code': '0632100', 'maxi': '1'}, {'code': '0632200', 'maxi': '1'}, {'code': '0632400', 'maxi': '1'}, {'code': '0640300', 'maxi': '2'}, {'code': '0620200', 'maxi': '1'}, {'code': '0620900', 'maxi': '1'}, {'code': '0621300', 'maxi': '1'}, {'code': '0638100', 'maxi': '1'}, {'code': '0638200', 'maxi': '1'}, {'code': '0640100', 'maxi': '1'}, {'code': '0640200', 'maxi': '1'}, {'code': '0636400', 'maxi': '1'}, {'code': '0636500', 'maxi': '1'}, {'code': '0636600', 'maxi': '1'}, {'code': '0636700', 'maxi': '1'}]}, {'code': '07', 'maxi': '2', 'city': [{'code': '0720300', 'maxi': '2'}, {'code': '0720700', 'maxi': '1'}, {'code': '0732200', 'maxi': '1'}, {'code': '0734400', 'maxi': '1'}, {'code': '0720200', 'maxi': '2'}, {'code': '0720800', 'maxi': '2'}, {'code': '0736700', 'maxi': '2'}, {'code': '0736800', 'maxi': '2'}, {'code': '0740500', 'maxi': '2'}, {'code': '0740700', 'maxi': '2'}, {'code': '0740800', 'maxi': '2'}, {'code': '0742100', 'maxi': '2'}, {'code': '0742200', 'maxi': '2'}, {'code': '0742300', 'maxi': '2'}, {'code': '0744600', 'maxi': '2'}, {'code': '0744700', 'maxi': '2'}, {'code': '0736200', 'maxi': '1'}, {'code': '0736400', 'maxi': '1'}, {'code': '0740200', 'maxi': '1'}, {'code': '0744400', 'maxi': '1'}, {'code': '0744500', 'maxi': '1'}]}, {'code': '09', 'maxi': '2', 'city': [{'code': '0920600', 'maxi': '2'}, {'code': '0921300', 'maxi': '2'}, {'code': '0940700', 'maxi': '2'}, {'code': '0920100', 'maxi': '1'}]}, {'code': '10', 'maxi': '2', 'city': [{'code': '1020600', 'maxi': '2'}, {'code': '1042100', 'maxi': '1'}, {'code': '1042500', 'maxi': '1'}, {'code': '1042600', 'maxi': '1'}, {'code': '1042800', 'maxi': '1'}, {'code': '1044300', 'maxi': '1'}, {'code': '1044400', 'maxi': '1'}, {'code': '1044900', 'maxi': '1'}, {'code': '1020100', 'maxi': '1'}, {'code': '1020300', 'maxi': '1'}, {'code': '1020800', 'maxi': '1'}, {'code': '1021100', 'maxi': '1'}, {'code': '1052100', 'maxi': '1'}, {'code': '1052500', 'maxi': '1'}]}, {'code': '21', 'maxi': '2', 'city': [{'code': '2120300', 'maxi': '2'}, {'code': '2121700', 'maxi': '2'}, {'code': '2160400', 'maxi': '2'}, {'code': '2122000', 'maxi': '1'}, {'code': '2120400', 'maxi': '1'}, {'code': '2120600', 'maxi': '1'}, {'code': '2120800', 'maxi': '1'}, {'code': '2121100', 'maxi': '1'}, {'code': '2121200', 'maxi': '1'}, {'code': '2121400', 'maxi': '1'}, {'code': '2120100', 'maxi': '1'}, {'code': '2120200', 'maxi': '1'}, {'code': '2121600', 'maxi': '1'}, {'code': '2121900', 'maxi': '1'}, {'code': '2130200', 'maxi': '1'}, {'code': '2134100', 'maxi': '1'}, {'code': '2138200', 'maxi': '1'}, {'code': '2138300', 'maxi': '1'}]}, {'code': '25', 'maxi': '2', 'city': [{'code': '2520300', 'maxi': '2'}, {'code': '2520200', 'maxi': '1'}, {'code': '2521200', 'maxi': '1'}, {'code': '2520100', 'maxi': '1'}, {'code': '2520400', 'maxi': '1'}, {'code': '2521100', 'maxi': '1'}]}, {'code': '04', 'maxi': '1', 'city': [{'code': '0421100', 'maxi': '1'}, {'code': '0432100', 'maxi': '1'}]}, {'code': '05', 'maxi': '1', 'city': [{'code': '0521000', 'maxi': '1'}, {'code': '0521400', 'maxi': '1'}, {'code': '0520400', 'maxi': '1'}, {'code': '0520700', 'maxi': '1'}, {'code': '0521200', 'maxi': '1'}]}, {'code': '08', 'maxi': '1', 'city': [{'code': '0820500', 'maxi': '1'}, {'code': '0822700', 'maxi': '1'}]}, {'code': '11', 'maxi': '1', 'city': [{'code': '1121000', 'maxi': '1'}, {'code': '1123200', 'maxi': '1'}, {'code': '1122500', 'maxi': '1'}, {'code': '1144200', 'maxi': '1'}]}, {'code': '19', 'maxi': '1', 'city': [{'code': '1920100', 'maxi': '1'}, {'code': '1936800', 'maxi': '1'}, {'code': '1942400', 'maxi': '1'}]}, {'code': '23', 'maxi': '1', 'city': [{'code': '2322100', 'maxi': '1'}, {'code': '2310100', 'maxi': '1'}, {'code': '2310300', 'maxi': '1'}, {'code': '2310400', 'maxi': '1'}, {'code': '2310700', 'maxi': '1'}, {'code': '2310800', 'maxi': '1'}, {'code': '2311100', 'maxi': '1'}, {'code': '2311200', 'maxi': '1'}, {'code': '2311300', 'maxi': '1'}, {'code': '2311500', 'maxi': '1'}, {'code': '2311600', 'maxi': '1'}, {'code': '2320200', 'maxi': '1'}, {'code': '2320500', 'maxi': '1'}, {'code': '2320800', 'maxi': '1'}, {'code': '2320900', 'maxi': '1'}, {'code': '2321000', 'maxi': '1'}, {'code': '2321100', 'maxi': '1'}, {'code': '2321200', 'maxi': '1'}, {'code': '2321300', 'maxi': '1'}, {'code': '2321600', 'maxi': '1'}, {'code': '2322500', 'maxi': '1'}, {'code': '2322600', 'maxi': '1'}, {'code': '2322700', 'maxi': '1'}, {'code': '2322900', 'maxi': '1'}, {'code': '2323000', 'maxi': '1'}, {'code': '2323200', 'maxi': '1'}, {'code': '2323300', 'maxi': '1'}, {'code': '2323400', 'maxi': '1'}, {'code': '2323500', 'maxi': '1'}, {'code': '2323600', 'maxi': '1'}, {'code': '2323700', 'maxi': '1'}, {'code': '2323800', 'maxi': '1'}, {'code': '2330200', 'maxi': '1'}, {'code': '2342500', 'maxi': '1'}, {'code': '2342700', 'maxi': '1'}, {'code': '2344100', 'maxi': '1'}]}, {'code': '24', 'maxi': '1', 'city': [{'code': '2420700', 'maxi': '1'}, {'code': '2430300', 'maxi': '1'}, {'code': '2434300', 'maxi': '1'}, {'code': '2420100', 'maxi': '1'}, {'code': '2421600', 'maxi': '1'}]}, {'code': '26', 'maxi': '1', 'city': [{'code': '2620200', 'maxi': '1'}, {'code': '2620500', 'maxi': '1'}, {'code': '2621200', 'maxi': '1'}, {'code': '2646500', 'maxi': '1'}, {'code': '2610700', 'maxi': '1'}, {'code': '2610800', 'maxi': '1'}, {'code': '2610900', 'maxi': '1'}, {'code': '2611100', 'maxi': '1'}, {'code': '2620600', 'maxi': '1'}, {'code': '2620700', 'maxi': '1'}, {'code': '2620800', 'maxi': '1'}, {'code': '2621000', 'maxi': '1'}, {'code': '2621100', 'maxi': '1'}, {'code': '2632200', 'maxi': '1'}, {'code': '2634400', 'maxi': '1'}]}, {'code': '27', 'maxi': '1', 'city': [{'code': '2712600', 'maxi': '1'}, {'code': '2720700', 'maxi': '1'}, {'code': '2721500', 'maxi': '1'}, {'code': '2721800', 'maxi': '1'}, {'code': '2722000', 'maxi': '1'}, {'code': '2722900', 'maxi': '1'}, {'code': '2730100', 'maxi': '1'}]}, {'code': '28', 'maxi': '1', 'city': [{'code': '2820900', 'maxi': '1'}]}, {'code': '29', 'maxi': '1', 'city': [{'code': '2920300', 'maxi': '1'}, {'code': '2936300', 'maxi': '1'}, {'code': '2942600', 'maxi': '1'}]}, {'code': '37', 'maxi': '1', 'city': [{'code': '3732200', 'maxi': '1'}]}]",20230505220219_20230505215807_VXSE5k_1.json,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture"
20230505220115,20230505215807,2023-05-05T22:01:00+09:00,震源に関する情報,発表,0,2023-05-05T21:58:00+09:00,石川県能登地方,390,+37.5+137.2-10000/,5.8,,[],20230505220115_20230505215807_VXSE52_0.json,Earthquake Information,"Noto, Ishikawa Prefecture"
20230505220038,20230505215718,2023-05-05T22:00:00+09:00,震度速報,発表,0,2023-05-05T21:58:00+09:00,,,,,5+,"[{'code': '17', 'maxi': '5+', 'city': []}, {'code': '15', 'maxi': '4', 'city': []}, {'code': '16', 'maxi': '4', 'city': []}, {'code': '18', 'maxi': '3', 'city': []}, {'code': '20', 'maxi': '3', 'city': []}]",20230505220038_20230505215718_VXSE51_0.json,Seismic Intensity Information,
20230505215938,20230505215807,2023-05-05T21:59:00+09:00,震度速報,発表,0,2023-05-05T21:58:00+09:00,,,,,5+,"[{'code': '17', 'maxi': '5+', 'city': []}, {'code': '15', 'maxi': '4', 'city': []}, {'code': '16', 'maxi': '3', 'city': []}, {'code': '20', 'maxi': '3', 'city': []}]",20230505215938_20230505215807_VXSE51_0.json,Seismic Intensity Information,
20230505214033,20230505213802,2023-05-05T21:40:00+09:00,震源・震度情報,発表,1,2023-05-05T21:38:00+09:00,兵庫県南東部,531,+34.9+135.4-10000/,2.7,2,"[{'code': '27', 'maxi': '2', 'city': [{'code': '2732200', 'maxi': '2'}]}, {'code': '28', 'maxi': '1', 'city': [{'code': '2821900', 'maxi': '1'}]}]",20230505214033_20230505213802_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Southeastern Hyogo Prefecture
20230505213730,20230505213445,2023-05-05T21:37:00+09:00,震源・震度情報,発表,1,2023-05-05T21:34:00+09:00,能登半島沖,495,+37.6+137.3-10000/,3.9,2,"[{'code': '17', 'maxi': '2', 'city': [{'code': '1720500', 'maxi': '2'}, {'code': '1720200', 'maxi': '1'}, {'code': '1720400', 'maxi': '1'}]}]",20230505213730_20230505213445_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Off the Coast of Noto Peninsula
20230505213130,20230505212906,2023-05-05T21:31:00+09:00,震源・震度情報,発表,1,2023-05-05T21:29:00+09:00,石川県能登地方,390,+37.5+137.3-10000/,2.7,1,"[{'code': '17', 'maxi': '1', 'city': [{'code': '1720500', 'maxi': '1'}]}]",20230505213130_20230505212906_VXSE5k_1.json,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture"
20230505212904,20230505212502,2023-05-05T21:29:00+09:00,震源・震度情報,発表,1,2023-05-05T21:25:00+09:00,岩手県沖,286,+39.3+142.1-50000/,4.5,3,"[{'code': '03', 'maxi': '3', 'city': [{'code': '0320300', 'maxi': '3'}, {'code': '0321100', 'maxi': '3'}, {'code': '0321000', 'maxi': '2'}, {'code': '0344100', 'maxi': '2'}, {'code': '0346100', 'maxi': '2'}, {'code': '0320200', 'maxi': '2'}, {'code': '0348200', 'maxi': '2'}, {'code': '0320700', 'maxi': '1'}, {'code': '0348300', 'maxi': '1'}, {'code': '0348400', 'maxi': '1'}, {'code': '0348500', 'maxi': '1'}, {'code': '0350300', 'maxi': '1'}, {'code': '0350700', 'maxi': '1'}, {'code': '0320100', 'maxi': '2'}, {'code': '0321400', 'maxi': '2'}, {'code': '0330200', 'maxi': '2'}, {'code': '0321300', 'maxi': '1'}, {'code': '0321600', 'maxi': '1'}, {'code': '0330100', 'maxi': '1'}, {'code': '0330300', 'maxi': '1'}, {'code': '0332100', 'maxi': '1'}, {'code': '0332200', 'maxi': '1'}, {'code': '0350100', 'maxi': '1'}, {'code': '0350600', 'maxi': '1'}, {'code': '0352400', 'maxi': '1'}, {'code': '0320600', 'maxi': '2'}, {'code': '0320800', 'maxi': '2'}, {'code': '0320900', 'maxi': '2'}, {'code': '0321500', 'maxi': '2'}, {'code': '0340200', 'maxi': '2'}, {'code': '0320500', 'maxi': '1'}, {'code': '0336600', 'maxi': '1'}, {'code': '0338100', 'maxi': '1'}]}, {'code': '02', 'maxi': '2', 'city': [{'code': '0220300', 'maxi': '2'}, {'code': '0244500', 'maxi': '2'}, {'code': '0220700', 'maxi': '1'}, {'code': '0240200', 'maxi': '1'}, {'code': '0240800', 'maxi': '1'}, {'code': '0241200', 'maxi': '1'}, {'code': '0244100', 'maxi': '1'}, {'code': '0244200', 'maxi': '1'}, {'code': '0244300', 'maxi': '1'}, {'code': '0244600', 'maxi': '1'}, {'code': '0242400', 'maxi': '1'}]}, {'code': '04', 'maxi': '2', 'city': [{'code': '0420500', 'maxi': '2'}, {'code': '0421200', 'maxi': '1'}, {'code': '0421300', 'maxi': '1'}, {'code': '0421500', 'maxi': '1'}, {'code': '0450100', 'maxi': '1'}, {'code': '0450500', 'maxi': '1'}, {'code': '0460600', 'maxi': '1'}, {'code': '0420200', 'maxi': '1'}, {'code': '0440100', 'maxi': '1'}]}, {'code': '05', 'maxi': '1', 'city': [{'code': '0521200', 'maxi': '1'}]}]",20230505212904_20230505212502_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Off the Coast of Iwate Prefecture
20230505212759,20230505212502,2023-05-05T21:27:00+09:00,震源に関する情報,発表,0,2023-05-05T21:25:00+09:00,岩手県沖,286,+39.3+142.1-50000/,4.5,,[],20230505212759_20230505212502_VXSE52_0.json,Earthquake Information,Off the Coast of Iwate Prefecture
20230505212632,20230505212502,2023-05-05T21:26:00+09:00,震度速報,発表,0,2023-05-05T21:25:00+09:00,,,,,3,"[{'code': '03', 'maxi': '3', 'city': []}]",20230505212632_20230505212502_VXSE51_0.json,Seismic Intensity Information,
20230505183351,20230505183030,2023-05-05T18:33:00+09:00,震源・震度情報,発表,1,2023-05-05T18:30:00+09:00,石川県能登地方,390,+37.5+137.3-10000/,2.8,1,"[{'code': '17', 'maxi': '1', 'city': [{'code': '1720500', 'maxi': '1'}]}]",20230505183351_20230505183030_VXSE5k_1.json,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture"
20230505182621,20230505182237,2023-05-05T18:26:00+09:00,震源・震度情報,発表,1,2023-05-05T18:22:00+09:00,石川県能登地方,390,+37.5+137.3-10000/,3.4,2,"[{'code': '17', 'maxi': '2', 'city': [{'code': '1720500', 'maxi': '2'}]}]",20230505182621_20230505182237_VXSE5k_1.json,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture"
20230505181800,20230505181533,2023-05-05T18:18:00+09:00,震源・震度情報,発表,1,2023-05-05T18:15:00+09:00,石川県能登地方,390,+37.5+137.3-10000/,2.9,1,"[{'code': '17', 'maxi': '1', 'city': [{'code': '1720500', 'maxi': '1'}]}]",20230505181800_20230505181533_VXSE5k_1.json,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture"
20230505181503,20230505181135,2023-05-05T18:15:00+09:00,震源・震度情報,発表,1,2023-05-05T18:11:00+09:00,石川県能登地方,390,+37.5+137.3-10000/,2.2,1,"[{'code': '17', 'maxi': '1', 'city': [{'code': '1720500', 'maxi': '1'}]}]",20230505181503_20230505181135_VXSE5k_1.json,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture"
20230505174921,20230505174629,2023-05-05T17:49:00+09:00,震源・震度情報,発表,1,2023-05-05T17:46:00+09:00,石川県能登地方,390,+37.5+137.3-10000/,3.5,2,"[{'code': '17', 'maxi': '2', 'city': [{'code': '1720500', 'maxi': '2'}]}]",20230505174921_20230505174629_VXSE5k_1.json,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture"
20230505174349,20230505173804,2023-05-05T17:43:00+09:00,震源・震度情報,発表,1,2023-05-05T17:38:00+09:00,石川県能登地方,390,+37.5+137.2-10000/,4.3,3,"[{'code': '17', 'maxi': '3', 'city': [{'code': '1720500', 'maxi': '3'}, {'code': '1720400', 'maxi': '2'}, {'code': '1746300', 'maxi': '2'}, {'code': '1720200', 'maxi': '1'}, {'code': '1738400', 'maxi': '1'}, {'code': '1746100', 'maxi': '1'}]}, {'code': '15', 'maxi': '1', 'city': [{'code': '1521700', 'maxi': '1'}, {'code': '1522200', 'maxi': '1'}, {'code': '1520200', 'maxi': '1'}, {'code': '1540500', 'maxi': '1'}, {'code': '1550400', 'maxi': '1'}, {'code': '1522400', 'maxi': '1'}]}, {'code': '16', 'maxi': '1', 'city': [{'code': '1620100', 'maxi': '1'}, {'code': '1632100', 'maxi': '1'}, {'code': '1621100', 'maxi': '1'}]}]",20230505174349_20230505173804_VXSE5k_1.json,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture"
20230505174242,20230505173804,2023-05-05T17:42:00+09:00,震源に関する情報,発表,0,2023-05-05T17:38:00+09:00,石川県能登地方,390,+37.5+137.2-10000/,4.3,,[],20230505174242_20230505173804_VXSE52_0.json,Earthquake Information,"Noto, Ishikawa Prefecture"
20230505173936,20230505173737,2023-05-05T17:39:00+09:00,震度速報,発表,0,2023-05-05T17:38:00+09:00,,,,,3,"[{'code': '17', 'maxi': '3', 'city': []}]",20230505173936_20230505173737_VXSE51_0.json,Seismic Intensity Information,
20230505173432,20230505173156,2023-05-05T17:34:00+09:00,震源・震度情報,発表,1,2023-05-05T17:31:00+09:00,石川県能登地方,390,+37.5+137.3-10000/,2.4,1,"[{'code': '17', 'maxi': '1', 'city': [{'code': '1720500', 'maxi': '1'}]}]",20230505173432_20230505173156_VXSE5k_1.json,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture"
20230505170344,20230505170114,2023-05-05T17:03:00+09:00,震源・震度情報,発表,1,2023-05-05T17:01:00+09:00,能登半島沖,495,+37.6+137.3-10000/,3.6,1,"[{'code': '17', 'maxi': '1', 'city': [{'code': '1720500', 'maxi': '1'}]}]",20230505170344_20230505170114_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Off the Coast of Noto Peninsula
20230505164159,20230505163940,2023-05-05T16:41:00+09:00,震源・震度情報,発表,1,2023-05-05T16:39:00+09:00,石川県能登地方,390,+37.5+137.3-10000/,3.0,1,"[{'code': '17', 'maxi': '1', 'city': [{'code': '1720500', 'maxi': '1'}]}]",20230505164159_20230505163940_VXSE5k_1.json,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture"
20230505164035,20230505144206,2023-05-05T16:40:00+09:00,顕著な地震の震源要素更新のお知らせ,発表,0,2023-05-05T14:42:00+09:00,石川県能登地方,390,+3732.3+13718.2-12000/,6.5,,[],20230505164035_20230505144206_VXSE61_0.json,,"Noto, Ishikawa Prefecture"
